Sector,ID,Gender,Age,Salary,Elderness,Fired?
1,2367617,Homme,42,28000,71,1
1,2326639,Homme,45,37000,113,1
1,2398294,Femme,44,35000,7,1
1,2377582,Femme,41,39000,100,1
1,2355272,Homme,49,15000,76,0
1,2369199,Homme,48,39000,68,1
1,2359644,Homme,25,37000,104,1
1,2331313,Femme,46,28000,27,1
1,2398533,Homme,33,10000,99,0
1,2386210,Homme,50,16000,40,0
1,2369742,Femme,30,14000,106,0
1,2318713,Femme,49,22000,37,1
1,2341333,Homme,42,34000,69,1
1,2364414,Femme,49,24000,47,1
1,2373688,Homme,49,29000,65,1
1,2374486,Homme,41,33000,44,1
1,2377294,Femme,21,28000,83,1
1,2366132,Homme,34,37000,102,1
1,2376505,Femme,42,15000,87,0
1,2363818,Homme,38,19000,15,1
1,2346997,Femme,43,14000,115,0
1,2389486,Homme,22,10000,33,0
1,2363006,Femme,41,26000,63,1
1,2327189,Homme,25,30000,32,1
1,2319872,Femme,32,40000,106,1
1,2354125,Homme,48,15000,67,0
1,2331429,Femme,44,20000,7,1
1,2341394,Homme,36,29000,81,1
1,2399421,Femme,50,33000,83,1
1,2310828,Homme,29,28000,54,1
1,2358567,Homme,23,38000,59,1
1,2337868,Femme,32,33000,106,1
1,2382085,Femme,47,24000,4,1
1,2355997,Femme,49,22000,51,1
1,2358842,Femme,47,27000,44,1
1,2320335,Femme,31,38000,78,1
1,2367502,Femme,46,35000,30,1
1,2343712,Femme,49,39000,110,1
1,2377296,Homme,35,18000,92,1
1,2392130,Homme,31,24000,5,1
1,2396805,Femme,28,24000,41,1
1,2310112,Femme,35,20000,62,1
1,2396882,Homme,43,15000,27,0
1,2323309,Femme,18,18000,64,1
1,2317062,Homme,35,24000,81,1
1,2379516,Homme,42,30000,26,1
1,2391855,Homme,29,15000,54,0
1,2331479,Homme,34,26000,23,1
1,2362345,Femme,26,22000,108,1
1,2389524,Femme,33,29000,76,1
1,2326793,Homme,49,23000,66,1
1,2338959,Femme,37,31000,85,1
1,2382146,Homme,32,17000,86,0
1,2320846,Homme,35,13000,73,0
1,2352781,Femme,24,16000,50,0
1,2363968,Femme,47,25000,78,1
1,2320720,Femme,34,20000,14,1
1,2360219,Femme,29,16000,71,0
1,2349423,Homme,25,11000,59,0
1,2362296,Femme,28,12000,100,0
1,2340273,Femme,24,13000,51,0
1,2335025,Homme,44,38000,91,1
1,2312221,Femme,49,38000,117,1
1,2393296,Femme,40,36000,18,1
1,2346630,Femme,35,39000,43,1
1,2398262,Homme,19,26000,111,1
1,2392983,Femme,20,34000,101,1
1,2386146,Homme,41,11000,97,0
1,2311114,Femme,44,21000,120,1
1,2310076,Homme,43,30000,105,1
1,2329510,Homme,44,21000,119,1
1,2397907,Homme,22,30000,114,1
1,2330267,Homme,36,18000,8,1
1,2361008,Femme,26,10000,98,0
1,2337983,Femme,49,30000,45,1
1,2362744,Femme,42,21000,37,1
1,2391090,Femme,38,31000,47,1
1,2315283,Homme,24,17000,115,0
1,2378551,Femme,33,35000,52,1
1,2382221,Femme,44,11000,47,0
1,2324494,Femme,48,26000,84,1
1,2382906,Femme,38,15000,120,0
1,2320599,Homme,47,37000,44,1
1,2393098,Homme,32,33000,32,1
1,2390949,Femme,45,13000,20,0
1,2333690,Femme,32,28000,59,1
1,2316476,Femme,49,11000,104,0
1,2366482,Homme,33,10000,6,0
1,2348996,Femme,24,17000,12,0
1,2336914,Femme,29,33000,60,1
1,2348713,Homme,50,10000,64,0
1,2328220,Femme,38,16000,99,0
1,2355219,Femme,45,18000,100,1
1,2320737,Femme,39,12000,97,0
1,2390065,Homme,40,30000,19,1
1,2396973,Femme,44,19000,116,1
1,2371565,Homme,35,20000,70,1
1,2319504,Homme,35,30000,54,1
1,2361448,Femme,36,24000,79,1
1,2398784,Homme,37,18000,79,1
1,2352505,Homme,31,21000,40,1
1,2394981,Homme,23,17000,54,0
1,2317475,Femme,49,40000,13,1
1,2361715,Femme,29,40000,74,1
1,2321533,Homme,42,13000,4,0
1,2381478,Femme,45,34000,101,1
1,2387202,Femme,35,14000,64,0
1,2370011,Homme,41,17000,81,0
1,2337355,Homme,27,29000,69,1
1,2326970,Homme,43,26000,24,1
1,2359048,Homme,24,19000,42,1
1,2352895,Femme,30,38000,39,1
1,2337375,Homme,24,31000,78,1
1,2349968,Femme,39,13000,61,0
1,2337280,Homme,38,19000,116,1
1,2361930,Homme,19,21000,81,1
1,2362029,Homme,40,22000,26,1
1,2364637,Femme,37,21000,64,1
1,2342962,Homme,49,35000,33,1
1,2340075,Homme,35,13000,108,0
1,2349826,Femme,24,36000,19,1
1,2338297,Homme,37,34000,84,1
1,2360373,Femme,41,29000,86,1
1,2345779,Femme,29,13000,8,0
1,2358328,Homme,24,17000,27,0
1,2332448,Homme,46,25000,0,1
1,2383621,Homme,35,25000,102,1
1,2338135,Femme,22,37000,30,1
1,2376430,Femme,36,18000,10,1
1,2376444,Homme,41,40000,41,1
1,2360612,Homme,20,30000,69,1
1,2397790,Homme,45,37000,29,1
1,2376483,Femme,44,13000,24,0
1,2397363,Femme,49,26000,18,1
1,2360630,Femme,43,33000,1,1
1,2380414,Homme,38,11000,101,0
1,2321092,Femme,20,26000,106,1
1,2333847,Homme,25,31000,54,1
1,2386490,Homme,48,36000,84,1
1,2399479,Femme,21,28000,82,1
1,2341177,Homme,21,30000,42,1
1,2365035,Femme,18,39000,3,1
1,2379863,Femme,36,33000,46,1
1,2376656,Femme,30,35000,87,1
1,2377155,Homme,32,14000,120,0
1,2337138,Femme,44,11000,55,0
1,2339097,Femme,50,20000,14,1
1,2336528,Homme,38,25000,2,1
1,2386080,Homme,23,20000,101,1
1,2322524,Femme,35,26000,120,1
1,2332311,Femme,48,34000,100,1
1,2349897,Femme,48,31000,85,1
1,2363325,Femme,43,13000,14,0
1,2363270,Femme,21,37000,112,1
1,2318896,Homme,45,28000,45,1
1,2398920,Femme,40,20000,31,1
1,2393241,Homme,45,30000,89,1
1,2346267,Homme,27,18000,63,1
1,2319145,Femme,39,33000,65,1
1,2388864,Femme,42,28000,35,1
1,2358178,Homme,24,35000,14,1
1,2345713,Femme,30,40000,77,1
1,2351691,Femme,37,39000,81,1
1,2338580,Homme,26,39000,77,1
1,2321848,Homme,29,33000,33,1
1,2327681,Homme,38,12000,61,0
1,2366276,Femme,29,23000,30,1
1,2310727,Femme,44,18000,103,1
1,2354019,Homme,34,21000,62,1
1,2356053,Homme,45,11000,116,0
1,2323857,Homme,26,31000,120,1
1,2378792,Homme,46,28000,78,1
1,2320017,Femme,38,21000,57,1
1,2356438,Homme,49,17000,97,0
1,2358020,Femme,44,22000,94,1
1,2384654,Homme,31,40000,118,1
1,2356184,Homme,29,12000,55,0
1,2311055,Femme,30,15000,46,0
1,2344859,Homme,47,20000,16,1
1,2325150,Femme,33,22000,45,1
1,2345263,Femme,26,28000,72,1
1,2369977,Homme,23,29000,0,1
1,2320411,Femme,32,33000,24,1
1,2359775,Femme,43,26000,31,1
1,2324353,Homme,37,33000,95,1
1,2335753,Homme,27,13000,70,0
1,2317094,Femme,20,25000,104,1
1,2319679,Femme,27,34000,119,1
1,2344768,Femme,19,34000,80,1
1,2338379,Homme,26,19000,32,1
1,2373991,Homme,37,39000,92,1
1,2384607,Femme,48,40000,73,1
1,2364283,Homme,18,18000,68,1
1,2349534,Homme,34,35000,100,1
1,2354381,Femme,20,11000,16,1
1,2358751,Homme,35,27000,30,1
1,2398790,Femme,33,24000,76,1
1,2317678,Femme,31,20000,20,1
1,2310475,Femme,42,14000,18,0
1,2332298,Femme,22,20000,47,1
1,2320746,Femme,32,23000,58,1
1,2375661,Homme,33,18000,56,1
1,2376090,Femme,33,22000,11,1
1,2359087,Homme,49,15000,48,0
1,2364961,Homme,47,25000,46,1
1,2381796,Femme,47,29000,49,1
1,2331930,Homme,20,40000,87,1
1,2329634,Homme,44,31000,111,1
1,2383184,Homme,42,11000,117,0
1,2318083,Homme,22,17000,60,0
1,2323294,Femme,44,15000,58,0
1,2354048,Homme,32,10000,31,0
1,2312852,Homme,29,29000,16,1
1,2341589,Femme,44,23000,97,1
1,2379407,Femme,22,30000,24,1
1,2382551,Femme,23,30000,1,1
1,2376711,Homme,21,10000,26,0
1,2386790,Homme,36,29000,8,1
1,2377402,Femme,20,38000,100,1
1,2340543,Femme,25,27000,37,1
1,2334489,Femme,25,23000,64,1
1,2374131,Femme,20,24000,107,1
1,2350041,Homme,23,23000,11,1
1,2325897,Homme,47,31000,44,1
1,2313453,Femme,18,11000,8,0
1,2314632,Homme,33,27000,68,1
1,2376310,Femme,32,35000,24,1
1,2357746,Femme,43,21000,34,1
1,2348003,Femme,36,37000,106,1
1,2348697,Homme,35,16000,111,0
1,2376754,Femme,33,12000,89,0
1,2382974,Homme,22,20000,93,1
1,2358750,Femme,39,19000,101,1
1,2319680,Homme,22,13000,83,0
1,2389603,Homme,37,29000,89,1
1,2375531,Homme,21,24000,50,1
1,2398873,Homme,46,25000,117,1
1,2321938,Homme,45,14000,60,0
1,2325868,Homme,41,39000,60,1
1,2319034,Femme,27,17000,19,0
1,2382879,Femme,26,22000,43,1
1,2392854,Femme,26,24000,71,1
1,2365717,Homme,31,10000,104,0
1,2350404,Femme,29,31000,90,1
1,2373971,Femme,36,30000,21,1
1,2311704,Homme,30,22000,99,1
1,2370383,Homme,38,23000,26,1
1,2366644,Homme,44,37000,106,1
1,2349961,Femme,27,32000,98,1
1,2388047,Femme,34,28000,110,1
1,2325911,Homme,25,14000,91,0
1,2326937,Femme,49,11000,78,0
1,2345748,Femme,39,38000,36,1
1,2328426,Femme,44,10000,80,0
1,2327871,Femme,48,26000,19,1
1,2344521,Homme,48,40000,4,1
1,2355931,Femme,21,11000,87,0
1,2393465,Femme,29,38000,26,1
1,2343636,Homme,19,10000,66,0
1,2320410,Femme,28,18000,73,1
1,2359692,Femme,36,26000,115,1
1,2393630,Femme,49,27000,23,1
1,2313251,Femme,23,34000,97,1
1,2397210,Femme,32,39000,38,1
1,2387139,Femme,24,10000,42,0
1,2396430,Homme,49,29000,34,1
1,2351910,Homme,43,14000,18,0
1,2350687,Femme,33,12000,89,0
1,2315320,Homme,48,19000,2,1
1,2385315,Femme,35,40000,104,1
1,2367766,Homme,34,13000,43,0
1,2393989,Femme,22,22000,33,1
1,2312666,Homme,26,28000,71,1
1,2346708,Homme,26,34000,118,1
1,2366055,Femme,47,35000,6,1
1,2333411,Homme,27,22000,106,1
1,2331719,Femme,28,16000,1,0
1,2373814,Femme,48,26000,95,1
1,2338100,Femme,41,31000,2,1
1,2318746,Homme,27,21000,111,1
1,2312158,Femme,37,19000,113,1
1,2371865,Femme,41,23000,25,1
1,2357553,Homme,47,32000,58,1
1,2353679,Femme,48,13000,52,0
1,2382073,Femme,50,32000,99,1
1,2327848,Femme,22,32000,49,1
1,2318789,Femme,37,28000,6,1
1,2381238,Femme,30,23000,114,1
1,2387503,Femme,49,11000,23,0
1,2329679,Femme,50,16000,49,0
1,2372195,Femme,24,25000,90,1
1,2374365,Homme,24,28000,13,1
1,2310432,Femme,38,27000,68,1
1,2356680,Femme,26,31000,17,1
1,2374547,Femme,48,28000,29,1
1,2355239,Femme,28,19000,102,1
1,2366672,Femme,19,40000,78,1
1,2336353,Femme,44,10000,20,0
1,2328927,Femme,49,11000,36,0
1,2358268,Femme,27,39000,55,1
1,2332734,Homme,40,25000,73,1
1,2357550,Femme,32,37000,95,1
1,2365489,Homme,44,26000,99,1
1,2378704,Homme,49,40000,93,1
1,2310655,Femme,33,34000,113,1
1,2393837,Femme,37,19000,35,1
1,2334789,Homme,18,37000,29,1
1,2376563,Homme,23,36000,84,1
1,2386025,Femme,39,31000,28,1
1,2398879,Homme,30,26000,26,1
1,2316001,Homme,29,17000,81,0
1,2365142,Femme,49,24000,103,1
1,2340628,Homme,47,10000,114,0
1,2352247,Femme,23,39000,37,1
1,2373246,Homme,20,36000,54,1
1,2363933,Homme,20,35000,120,1
1,2363424,Homme,23,37000,84,1
1,2320059,Homme,44,37000,25,1
1,2361078,Homme,46,24000,120,1
1,2380964,Femme,23,18000,63,1
1,2329281,Femme,47,26000,66,1
1,2310822,Femme,25,19000,47,1
1,2343063,Femme,37,16000,2,0
1,2342190,Homme,35,22000,12,1
1,2361210,Femme,32,35000,98,1
1,2328084,Homme,31,17000,109,0
1,2330031,Homme,45,32000,27,1
1,2399297,Homme,43,26000,107,1
1,2344010,Femme,43,28000,110,1
1,2391963,Homme,48,31000,47,1
1,2348438,Homme,36,30000,57,1
1,2373258,Homme,31,22000,26,1
1,2322179,Homme,37,25000,90,1
1,2341818,Homme,27,31000,117,1
1,2352345,Femme,43,40000,62,1
1,2399850,Femme,45,18000,119,1
1,2332383,Homme,18,15000,19,0
1,2381703,Femme,45,28000,39,1
1,2372155,Femme,46,39000,85,1
1,2356495,Homme,34,21000,30,1
1,2394900,Femme,19,15000,52,0
1,2337876,Femme,28,35000,92,1
1,2389326,Homme,50,15000,21,0
1,2398137,Homme,47,31000,95,1
1,2398191,Homme,38,16000,77,0
1,2326154,Homme,48,26000,54,1
1,2316910,Homme,42,16000,8,1
1,2387629,Femme,47,28000,84,1
1,2324044,Femme,34,10000,94,0
1,2398723,Femme,19,19000,38,1
1,2392063,Femme,29,25000,55,1
1,2338810,Femme,38,35000,20,1
1,2356678,Homme,18,24000,9,1
1,2399642,Femme,31,32000,1,1
1,2360319,Homme,50,40000,22,1
1,2395826,Homme,31,39000,53,1
1,2386990,Femme,40,34000,98,1
1,2320755,Homme,46,18000,93,1
1,2388694,Femme,28,35000,58,1
1,2363005,Homme,31,39000,8,1
1,2334624,Femme,28,35000,89,1
1,2349056,Femme,33,30000,106,1
1,2327826,Femme,43,12000,116,0
1,2346124,Homme,43,27000,11,1
1,2364699,Femme,24,34000,42,1
1,2363637,Femme,28,15000,88,0
1,2364410,Femme,48,30000,54,1
1,2359912,Homme,46,34000,118,1
1,2355478,Femme,48,14000,91,0
1,2347619,Femme,45,19000,66,1
1,2332130,Homme,36,24000,78,1
1,2389727,Homme,43,18000,69,1
1,2371991,Homme,49,30000,60,1
1,2399196,Femme,48,18000,90,1
1,2361185,Homme,19,11000,36,0
1,2345758,Homme,35,17000,89,0
1,2378970,Homme,32,32000,26,1
1,2321957,Femme,26,22000,69,1
1,2334617,Femme,45,38000,88,1
1,2314890,Homme,31,28000,119,1
1,2338105,Homme,30,19000,90,1
1,2331988,Femme,47,26000,35,1
1,2399969,Femme,26,11000,12,0
1,2384222,Femme,23,16000,0,0
1,2367613,Femme,24,26000,47,1
1,2348079,Femme,26,28000,4,1
1,2366806,Homme,36,36000,2,1
1,2389216,Femme,21,17000,115,0
1,2393533,Femme,42,22000,32,1
1,2330649,Homme,30,16000,27,0
1,2349986,Homme,47,30000,119,1
1,2398746,Femme,46,38000,15,1
1,2359632,Homme,21,21000,119,1
1,2356142,Femme,27,24000,87,1
1,2339799,Femme,36,33000,97,1
1,2362327,Femme,23,20000,42,1
1,2364385,Homme,19,35000,47,1
1,2320657,Homme,35,18000,37,1
1,2396580,Femme,40,37000,28,1
1,2335553,Homme,29,27000,71,1
1,2361385,Homme,37,36000,36,1
1,2327597,Homme,44,35000,93,1
1,2377735,Homme,36,38000,99,1
1,2351948,Femme,36,14000,25,0
1,2345668,Homme,21,39000,72,1
1,2364348,Femme,44,17000,66,0
1,2347298,Homme,23,33000,91,1
1,2335488,Homme,47,15000,22,0
1,2348347,Femme,32,35000,25,1
1,2346330,Femme,41,34000,65,1
1,2387488,Homme,26,25000,80,1
1,2325443,Homme,26,27000,0,1
1,2358590,Homme,19,35000,61,1
1,2369875,Homme,35,23000,91,1
1,2386873,Femme,33,39000,79,1
1,2325935,Femme,44,40000,87,1
1,2381898,Femme,50,33000,118,1
1,2346701,Femme,40,37000,82,1
1,2386943,Femme,41,18000,50,1
1,2318078,Homme,37,28000,53,1
1,2342535,Femme,28,24000,54,1
1,2313639,Femme,43,16000,67,0
1,2346624,Femme,34,31000,49,1
1,2344850,Homme,36,10000,48,0
1,2373956,Homme,40,28000,32,1
1,2394869,Homme,28,10000,23,0
1,2338885,Femme,22,33000,7,1
1,2393849,Homme,40,26000,26,1
1,2396756,Femme,47,22000,66,1
1,2321221,Homme,46,40000,91,1
1,2397302,Homme,27,37000,47,1
1,2380114,Femme,34,37000,23,1
1,2379334,Homme,46,27000,86,1
1,2343093,Homme,47,29000,57,1
1,2396957,Femme,36,17000,5,0
1,2361375,Homme,48,36000,10,1
1,2310740,Homme,21,20000,32,1
1,2359751,Homme,32,40000,43,1
1,2319857,Femme,18,13000,116,0
1,2382565,Femme,47,16000,78,0
1,2361517,Femme,45,25000,24,1
1,2310916,Homme,50,18000,34,1
1,2327141,Homme,28,19000,71,1
1,2362209,Femme,33,29000,91,1
1,2313522,Femme,28,37000,105,1
1,2343183,Femme,44,25000,76,1
1,2390565,Femme,18,19000,27,1
1,2392085,Homme,41,18000,100,1
1,2364086,Homme,26,17000,78,0
1,2340577,Femme,45,39000,111,1
1,2362813,Homme,19,28000,25,1
1,2339534,Homme,32,31000,101,1
1,2388962,Homme,38,26000,99,1
1,2319291,Homme,20,28000,50,1
1,2349709,Femme,31,23000,46,1
1,2365831,Femme,47,38000,36,1
1,2393580,Femme,34,31000,89,1
1,2379909,Femme,19,38000,56,1
1,2379273,Homme,46,17000,80,0
1,2360887,Homme,28,22000,0,1
1,2325444,Femme,32,13000,28,0
1,2397165,Femme,33,24000,83,1
1,2350567,Femme,23,13000,56,0
1,2312091,Homme,40,36000,74,1
1,2369080,Femme,19,19000,79,1
1,2372423,Homme,37,39000,11,1
1,2324625,Homme,49,13000,15,0
1,2320437,Femme,32,22000,80,1
1,2395724,Femme,34,22000,105,1
1,2327836,Femme,32,40000,31,1
1,2334553,Homme,25,33000,15,1
1,2336464,Homme,38,39000,107,1
1,2387079,Homme,36,33000,36,1
1,2334581,Femme,36,27000,116,1
1,2394252,Femme,32,20000,91,1
1,2336317,Homme,20,34000,33,1
1,2359282,Femme,45,18000,58,1
1,2327037,Homme,42,19000,71,1
1,2311923,Homme,25,14000,113,0
1,2388637,Homme,48,25000,23,1
1,2341202,Homme,40,37000,78,1
1,2347485,Femme,37,28000,100,1
1,2365839,Femme,42,13000,80,0
1,2348594,Femme,48,32000,44,1
1,2331868,Homme,46,35000,29,1
1,2391576,Homme,25,38000,101,1
1,2330227,Homme,39,31000,69,1
1,2377564,Homme,48,22000,88,1
1,2352723,Femme,20,10000,86,0
1,2355878,Femme,46,22000,91,1
1,2353071,Homme,41,30000,77,1
1,2334030,Femme,35,19000,19,1
1,2319864,Homme,47,12000,110,0
1,2331261,Homme,22,14000,22,0
1,2334292,Femme,36,10000,98,0
1,2366613,Femme,18,29000,118,1
1,2360829,Homme,18,31000,119,1
1,2315616,Homme,28,38000,105,1
1,2321373,Femme,39,26000,50,1
1,2386305,Homme,44,24000,30,1
1,2358333,Homme,31,31000,63,1
1,2334175,Homme,36,10000,23,0
1,2398372,Homme,32,20000,110,1
1,2344591,Homme,25,33000,118,1
1,2372221,Homme,18,27000,56,1
1,2331946,Femme,43,19000,95,1
1,2311433,Femme,50,34000,78,1
1,2392073,Femme,50,31000,18,1
1,2316246,Homme,22,15000,78,0
1,2355162,Homme,40,37000,13,1
1,2340639,Homme,33,24000,96,1
1,2350128,Femme,23,37000,85,1
1,2313902,Femme,32,40000,48,1
1,2344139,Femme,45,20000,38,1
1,2342063,Femme,24,38000,76,1
1,2327199,Femme,43,38000,75,1
1,2368459,Homme,43,40000,21,1
1,2328221,Homme,42,22000,13,1
1,2376987,Femme,20,33000,113,1
1,2326794,Homme,43,16000,10,0
1,2326062,Homme,27,17000,47,0
1,2319289,Homme,43,23000,44,1
1,2388181,Homme,48,36000,81,1
1,2363659,Homme,35,20000,1,1
1,2338380,Femme,20,21000,95,1
1,2386330,Femme,30,34000,60,1
1,2345051,Femme,48,31000,66,1
1,2342116,Homme,35,29000,89,1
1,2348886,Homme,49,10000,35,0
1,2385904,Homme,23,12000,50,0
1,2379196,Femme,28,32000,16,1
1,2373702,Homme,39,16000,51,0
1,2317439,Femme,47,26000,89,1
1,2378456,Homme,40,12000,89,0
1,2329932,Femme,33,17000,113,0
1,2341926,Femme,21,14000,113,0
1,2396082,Femme,33,37000,104,1
1,2398906,Femme,24,22000,69,1
1,2318171,Femme,45,14000,17,0
1,2397164,Femme,34,23000,69,1
1,2354458,Femme,49,14000,21,0
1,2323126,Homme,40,10000,45,0
1,2336204,Femme,20,20000,56,1
1,2355908,Homme,46,28000,108,1
1,2345411,Femme,25,14000,9,0
1,2366710,Femme,23,39000,89,1
1,2336410,Femme,41,39000,80,1
1,2366874,Femme,40,25000,85,1
1,2391380,Homme,33,13000,0,0
1,2389707,Homme,34,40000,55,1
1,2365081,Homme,44,13000,58,0
1,2362764,Femme,30,28000,100,1
1,2359830,Femme,38,18000,33,1
1,2313647,Femme,36,30000,19,1
1,2348984,Homme,23,32000,62,1
1,2371451,Femme,34,40000,41,1
1,2322884,Femme,19,15000,104,0
1,2314141,Homme,31,26000,21,1
1,2352638,Femme,31,29000,51,1
1,2328571,Femme,44,33000,53,1
1,2354896,Femme,33,19000,26,1
1,2315745,Homme,36,36000,43,1
1,2380040,Femme,23,30000,44,1
1,2391806,Femme,35,28000,6,1
1,2318536,Femme,24,11000,80,0
1,2330784,Femme,42,39000,88,1
1,2391604,Femme,21,36000,60,1
