Sector,ID,Gender,Age,Salary,Elderness,Fired?
1,230114,Homme,48,19000,2,1
1,230115,Femme,30,31000,117,1
1,230116,Femme,21,39000,95,1
1,230117,Femme,38,13000,28,1
1,230118,Femme,50,13000,59,1
1,230119,Femme,37,11000,64,1
1,230120,Homme,47,12000,30,1
1,230121,Femme,46,11000,111,1
1,230122,Homme,25,12000,103,1
1,230123,Homme,27,15000,42,1
1,230124,Homme,19,18000,89,1
1,230125,Homme,28,21000,6,1
1,230126,Femme,47,39000,59,1
1,230127,Homme,28,40000,62,1
1,230128,Femme,34,37000,45,1
1,230129,Homme,36,14000,111,1
1,230130,Femme,45,10000,105,1
1,230131,Homme,20,37000,3,1
1,230132,Homme,46,21000,55,1
1,230133,Femme,43,33000,18,1
1,230134,Femme,19,10000,115,1
1,230135,Femme,18,18000,36,1
1,230136,Homme,35,33000,38,1
1,230137,Femme,21,36000,1,1
1,230138,Homme,47,34000,116,1
1,230139,Femme,33,31000,6,1
1,230140,Homme,42,22000,77,1
1,230141,Femme,43,16000,103,1
1,230142,Femme,28,27000,31,1
1,230143,Homme,26,14000,34,1
1,230144,Homme,24,10000,59,1
1,230145,Femme,19,19000,110,1
1,230146,Homme,40,33000,99,1
1,230147,Homme,18,30000,76,1
1,230148,Homme,32,34000,38,1
1,230149,Homme,34,29000,83,1
1,230150,Femme,41,11000,112,1
1,230151,Femme,21,23000,37,1
1,230152,Homme,22,32000,75,1
1,230153,Femme,26,16000,105,1
1,230154,Femme,43,14000,101,1
1,230155,Femme,27,15000,73,1
1,230156,Femme,19,37000,102,1
1,230157,Homme,42,23000,111,1
1,230158,Femme,47,15000,116,1
1,230159,Homme,41,31000,99,1
1,230160,Homme,25,23000,62,1
1,230161,Homme,29,28000,47,1
1,230162,Homme,38,28000,37,1
1,230163,Homme,23,19000,6,1
1,230164,Femme,43,39000,85,1
1,230165,Femme,50,22000,52,1
1,230166,Femme,46,32000,39,1
1,230167,Femme,41,36000,115,1
1,230168,Femme,47,31000,21,1
1,230169,Femme,43,25000,49,1
1,230170,Femme,34,33000,83,1
1,230171,Femme,31,25000,26,1
1,230172,Homme,38,20000,12,1
1,230173,Homme,43,11000,25,1
1,230174,Femme,31,31000,77,1
1,230175,Homme,44,36000,69,1
1,230176,Homme,43,25000,39,1
1,230177,Femme,19,35000,5,1
1,230178,Femme,24,38000,120,1
1,230179,Femme,48,29000,28,1
1,230180,Femme,34,32000,85,1
1,230181,Homme,39,11000,85,1
1,230182,Homme,49,29000,3,1
1,230183,Femme,29,20000,113,1
1,230184,Homme,37,14000,8,1
1,230185,Femme,19,14000,99,1
1,230186,Femme,48,35000,64,1
1,230187,Femme,19,10000,97,1
1,230188,Homme,24,37000,19,1
1,230189,Femme,29,30000,110,1
1,230190,Femme,20,25000,57,1
1,230191,Femme,19,16000,97,1
1,230192,Homme,23,35000,6,1
1,230193,Homme,46,17000,6,1
1,230194,Femme,40,38000,5,1
1,230195,Homme,43,10000,30,1
1,230196,Homme,22,25000,8,1
1,230197,Femme,50,17000,42,1
1,230198,Femme,43,32000,63,1
1,230199,Homme,43,28000,40,1
1,230200,Femme,43,20000,46,1
1,230201,Homme,39,13000,91,1
1,230202,Femme,21,19000,117,1
1,230203,Femme,42,20000,27,1
1,230204,Homme,47,20000,26,1
1,230205,Homme,25,30000,4,1
1,230206,Homme,42,11000,107,1
1,230207,Femme,48,38000,79,1
1,230208,Homme,46,13000,50,1
1,230209,Femme,49,38000,98,1
1,230210,Homme,19,22000,50,1
1,230211,Femme,28,25000,66,1
1,230212,Femme,30,15000,98,1
1,230213,Homme,26,35000,81,1
1,230214,Femme,25,33000,91,1
1,230215,Femme,32,34000,48,1
1,230216,Femme,45,25000,103,1
1,230217,Femme,28,14000,88,1
1,230218,Femme,36,17000,0,1
1,230219,Homme,33,36000,108,1
1,230220,Femme,46,22000,24,1
1,230221,Homme,49,33000,61,1
1,230222,Femme,35,22000,95,1
1,230223,Homme,22,21000,37,1
1,230224,Femme,47,11000,97,1
1,230225,Homme,41,24000,78,1
1,230226,Homme,18,14000,50,1
1,230227,Femme,32,35000,91,1
1,230228,Femme,48,37000,61,1
1,230229,Femme,25,31000,4,1
1,230230,Femme,40,34000,20,1
1,230231,Femme,50,39000,95,1
1,230232,Homme,24,14000,99,1
1,230233,Homme,30,37000,37,1
1,230234,Femme,31,25000,32,1
1,230235,Homme,19,36000,68,1
1,230236,Femme,40,17000,23,1
1,230237,Homme,46,15000,49,1
1,230238,Femme,43,13000,103,1
1,230239,Femme,25,23000,89,1
1,230240,Homme,33,19000,96,1
1,230241,Femme,46,23000,93,1
1,230242,Femme,25,35000,5,1
1,230243,Homme,20,11000,16,1
1,230244,Femme,40,37000,43,1
1,230245,Homme,41,10000,92,1
1,230246,Femme,26,38000,67,1
1,230247,Femme,37,35000,20,1
1,230248,Femme,36,16000,6,1
1,230249,Homme,43,12000,37,1
1,230250,Femme,27,39000,80,1
1,230251,Femme,46,16000,109,1
1,230252,Homme,40,38000,100,1
1,230253,Homme,38,32000,14,1
1,230254,Homme,39,11000,36,1
1,230255,Femme,43,15000,53,1
1,230256,Homme,37,33000,9,1
1,230257,Homme,24,32000,37,1
1,230258,Femme,19,16000,16,1
1,230259,Femme,50,15000,94,1
1,230260,Homme,19,10000,45,1
1,230261,Femme,48,29000,20,1
1,230262,Femme,20,29000,103,1
1,230263,Homme,39,40000,110,1
1,230264,Femme,24,33000,18,1
1,230265,Femme,18,15000,17,1
1,230266,Homme,41,40000,28,1
1,230267,Femme,38,31000,39,1
1,230268,Femme,43,36000,116,1
1,230269,Femme,40,27000,64,1
1,230270,Femme,41,38000,75,1
1,230271,Homme,43,18000,21,1
1,230272,Femme,20,33000,107,1
1,230273,Homme,38,15000,71,1
1,230274,Femme,18,32000,105,1
1,230275,Femme,24,38000,70,1
1,230276,Femme,45,23000,84,1
1,230277,Homme,26,28000,89,1
1,230278,Femme,30,14000,44,1
1,230279,Femme,43,25000,102,1
1,230280,Femme,20,29000,107,1
1,230281,Homme,50,32000,78,1
1,230282,Homme,41,23000,48,1
1,230283,Femme,27,22000,31,1
1,230284,Femme,35,11000,113,1
1,230285,Femme,37,33000,98,1
1,230286,Femme,27,22000,38,1
1,230287,Homme,45,16000,22,1
1,230288,Homme,41,32000,76,1
1,230289,Femme,35,20000,95,1
1,230290,Femme,40,21000,27,1
1,230291,Homme,49,35000,17,1
1,230292,Homme,26,35000,75,1
1,230293,Femme,33,25000,27,1
1,230294,Femme,37,26000,86,1
1,230295,Femme,34,36000,6,1
1,230296,Femme,25,25000,60,1
1,230297,Femme,38,22000,15,1
1,230298,Femme,38,35000,52,1
1,230299,Homme,21,14000,8,1
1,230300,Femme,20,29000,57,1
1,230301,Homme,48,21000,19,1
1,230302,Femme,49,21000,80,1
1,230303,Femme,30,32000,7,1
1,230304,Femme,46,36000,29,1
1,230305,Homme,42,16000,64,1
1,230306,Femme,18,28000,90,1
1,230307,Homme,48,39000,89,1
1,230308,Homme,42,30000,82,1
1,230309,Femme,41,19000,51,1
1,230310,Femme,37,40000,59,1
1,230311,Femme,46,29000,71,1
1,230312,Femme,38,37000,71,1
1,230313,Homme,41,14000,104,1
1,230314,Femme,23,31000,31,1
1,230315,Homme,45,31000,51,1
1,230316,Homme,18,10000,14,1
1,230317,Homme,27,12000,69,1
1,230318,Femme,34,35000,86,1
1,230319,Femme,29,39000,15,1
1,230320,Homme,37,40000,30,1
1,230321,Homme,35,23000,91,1
1,230322,Homme,31,11000,75,1
1,230323,Homme,26,33000,4,1
1,230324,Homme,43,16000,108,1
1,230325,Femme,36,21000,87,1
1,230326,Femme,32,32000,69,1
1,230327,Femme,21,30000,25,1
1,230328,Homme,36,14000,16,1
1,230329,Homme,49,18000,95,1
1,230330,Homme,24,38000,57,1
1,230331,Femme,41,12000,80,1
1,230332,Homme,32,10000,81,1
1,230333,Homme,28,39000,118,1
1,230334,Homme,40,30000,107,1
1,230335,Femme,42,20000,57,1
1,230336,Homme,41,34000,109,1
1,230337,Femme,20,22000,88,1
1,230338,Homme,30,12000,17,1
1,230339,Femme,29,34000,47,1
1,230340,Homme,45,25000,91,1
1,230341,Femme,44,17000,93,1
1,230342,Homme,31,39000,88,1
1,230343,Homme,22,30000,95,1
1,230344,Femme,33,32000,87,1
1,230345,Femme,29,16000,106,1
1,230346,Femme,37,33000,81,1
1,230347,Femme,48,12000,40,1
1,230348,Femme,46,36000,40,1
1,230349,Femme,35,24000,81,1
1,230350,Femme,36,11000,114,1
1,230351,Homme,39,20000,23,1
1,230352,Femme,36,25000,32,1
1,230353,Femme,50,28000,56,1
1,230354,Homme,48,26000,80,1
1,230355,Femme,40,21000,24,1
1,230356,Homme,34,25000,112,1
1,230357,Femme,20,11000,78,1
1,230358,Femme,25,16000,106,1
1,230359,Homme,44,33000,88,1
1,230360,Homme,34,34000,110,1
1,230361,Femme,37,22000,25,1
1,230362,Homme,40,10000,103,1
1,230363,Femme,42,17000,44,1
1,230364,Femme,41,18000,75,1
1,230365,Homme,45,11000,26,1
1,230366,Femme,18,14000,83,1
1,230367,Homme,18,33000,54,1
1,230368,Femme,25,33000,40,1
1,230369,Homme,25,23000,10,1
1,230370,Femme,33,27000,65,1
1,230371,Femme,19,25000,44,1
1,230372,Homme,33,19000,70,1
1,230373,Femme,24,12000,61,1
1,230374,Femme,43,24000,113,1
1,230375,Femme,21,27000,21,1
1,230376,Homme,30,20000,102,1
1,230377,Femme,40,23000,23,1
1,230378,Femme,20,10000,71,1
1,230379,Homme,30,26000,51,1
1,230380,Homme,35,20000,28,1
1,230381,Homme,26,15000,117,1
1,230382,Femme,36,10000,114,1
1,230383,Homme,46,28000,25,1
1,230384,Homme,21,21000,73,1
1,230385,Femme,21,14000,57,1
1,230386,Femme,24,25000,113,1
1,230387,Homme,29,35000,1,1
1,230388,Femme,43,27000,72,1
1,230389,Homme,47,31000,29,1
1,230390,Homme,28,30000,114,1
1,230391,Homme,43,36000,5,1
1,230392,Homme,22,18000,26,1
1,230393,Homme,38,10000,0,1
1,230394,Homme,20,12000,75,1
1,230395,Homme,30,17000,76,1
1,230396,Homme,26,32000,63,1
1,230397,Femme,20,37000,86,1
1,230398,Homme,29,31000,37,1
1,230399,Homme,30,15000,40,1
1,230400,Homme,37,14000,53,1
1,230401,Femme,24,21000,68,1
1,230402,Femme,32,33000,110,1
1,230403,Homme,47,26000,82,1
1,230404,Homme,33,35000,70,1
1,230405,Homme,22,21000,22,1
1,230406,Femme,44,34000,93,1
1,230407,Homme,42,29000,118,1
1,230408,Femme,50,37000,74,1
1,230409,Homme,24,12000,90,1
1,230410,Femme,34,28000,86,1
1,230411,Femme,32,24000,14,1
1,230412,Femme,22,40000,39,1
1,230413,Homme,41,29000,5,1
1,230414,Femme,46,13000,110,1
1,230415,Homme,49,15000,108,1
1,230416,Femme,22,24000,103,1
1,230417,Homme,45,12000,3,1
1,230418,Femme,32,33000,2,1
1,230419,Femme,46,31000,93,1
1,230420,Homme,38,37000,41,1
1,230421,Homme,38,13000,112,1
1,230422,Homme,43,24000,96,1
1,230423,Homme,19,25000,22,1
1,230424,Homme,40,29000,96,1
1,230425,Femme,50,29000,114,1
1,230426,Femme,35,21000,17,1
1,230427,Homme,20,40000,17,1
1,230428,Homme,23,31000,101,1
1,230429,Femme,34,40000,8,1
1,230430,Femme,47,33000,15,1
1,230431,Homme,36,13000,20,1
1,230432,Femme,39,25000,106,1
1,230433,Femme,49,16000,86,1
1,230434,Femme,39,30000,28,1
1,230435,Homme,44,23000,88,1
1,230436,Femme,22,19000,116,1
1,230437,Homme,43,11000,80,1
1,230438,Femme,45,14000,1,1
1,230439,Femme,45,19000,59,1
1,230440,Femme,28,32000,40,1
1,230441,Homme,19,37000,3,1
1,230442,Femme,39,35000,17,1
1,230443,Homme,37,19000,19,1
1,230444,Homme,49,19000,118,1
1,230445,Femme,24,35000,27,1
1,230446,Femme,41,21000,51,1
1,230447,Femme,45,39000,98,1
1,230448,Femme,38,10000,103,1
1,230449,Homme,22,31000,116,1
1,230450,Homme,30,17000,62,1
1,230451,Homme,48,20000,42,1
1,230452,Homme,27,38000,79,1
1,230453,Homme,34,15000,104,1
1,230454,Femme,39,12000,39,1
1,230455,Femme,31,21000,39,1
1,230456,Femme,26,34000,87,1
1,230457,Homme,41,23000,45,1
1,230458,Homme,25,39000,15,1
1,230459,Femme,36,32000,70,1
1,230460,Homme,44,27000,52,1
1,230461,Homme,30,16000,13,1
1,230462,Femme,38,28000,1,1
1,230463,Femme,26,20000,39,1
1,230464,Homme,18,22000,112,1
1,230465,Femme,18,21000,40,1
1,230466,Homme,31,10000,112,1
1,230467,Femme,29,27000,58,1
1,230468,Homme,34,23000,50,1
1,230469,Femme,45,22000,112,1
1,230470,Femme,43,16000,38,1
1,230471,Femme,27,19000,54,1
1,230472,Homme,44,37000,34,1
1,230473,Homme,47,38000,21,1
1,230474,Femme,18,31000,4,1
1,230475,Femme,30,39000,109,1
1,230476,Femme,49,36000,91,1
1,230477,Femme,32,34000,118,1
1,230478,Homme,47,18000,60,1
1,230479,Homme,31,30000,11,1
1,230480,Homme,24,18000,88,1
1,230481,Homme,21,26000,17,1
1,230482,Femme,46,21000,66,1
1,230483,Femme,25,25000,114,1
1,230484,Femme,33,30000,115,1
1,230485,Homme,43,15000,102,1
1,230486,Homme,33,22000,43,1
1,230487,Femme,34,35000,23,1
1,230488,Femme,36,22000,110,1
1,230489,Femme,21,18000,16,1
1,230490,Femme,18,24000,97,1
1,230491,Femme,24,15000,44,1
1,230492,Homme,46,18000,14,1
1,230493,Femme,28,39000,59,1
1,230494,Homme,26,20000,116,1
1,230495,Femme,39,30000,62,1
1,230496,Femme,22,22000,110,1
1,230497,Femme,30,31000,68,1
1,230498,Femme,44,21000,114,1
1,230499,Homme,30,35000,106,1
1,230500,Femme,38,25000,74,1
1,230501,Femme,30,38000,77,1
1,230502,Homme,27,13000,22,1
1,230503,Femme,21,31000,3,1
1,230504,Femme,30,15000,18,1
1,230505,Homme,50,15000,61,1
1,230506,Homme,46,25000,8,1
1,230507,Femme,41,12000,95,1
1,230508,Femme,23,23000,20,1
1,230509,Homme,34,20000,64,1
1,230510,Femme,21,34000,0,1
1,230511,Homme,29,33000,94,1
1,230512,Homme,19,12000,75,1
1,230513,Homme,20,37000,66,1
1,230514,Femme,30,40000,25,1
1,230515,Femme,46,28000,61,1
1,230516,Femme,42,13000,68,1
1,230517,Femme,29,11000,2,1
1,230518,Femme,37,32000,15,1
1,230519,Femme,42,18000,72,1
1,230520,Femme,37,31000,73,1
1,230521,Homme,19,39000,107,1
1,230522,Homme,38,13000,118,1
1,230523,Homme,39,18000,20,1
1,230524,Femme,50,22000,45,1
1,230525,Femme,38,12000,96,1
1,230526,Femme,18,38000,103,1
1,230527,Femme,29,29000,15,1
1,230528,Femme,22,26000,92,1
1,230529,Homme,36,31000,71,1
1,230530,Femme,26,25000,91,1
1,230531,Homme,39,13000,11,1
1,230532,Homme,45,23000,55,1
1,230533,Femme,22,24000,1,1
1,230534,Femme,23,24000,87,1
1,230535,Femme,50,13000,108,1
1,230536,Homme,37,39000,38,1
1,230537,Homme,45,15000,5,1
1,230538,Femme,25,34000,10,1
1,230539,Femme,32,24000,43,1
1,230540,Femme,47,17000,77,1
1,230541,Homme,32,16000,5,1
1,230542,Homme,27,13000,95,1
1,230543,Femme,25,13000,21,1
1,230544,Homme,23,10000,70,1
1,230545,Homme,20,33000,114,1
1,230546,Homme,20,33000,93,1
1,230547,Femme,46,38000,103,1
1,230548,Homme,20,17000,101,1
1,230549,Homme,35,26000,82,1
1,230550,Femme,39,31000,48,1
1,230551,Homme,27,37000,106,1
1,230552,Femme,29,12000,11,1
1,230553,Homme,35,22000,49,1
1,230554,Homme,48,33000,15,1
1,230555,Femme,25,35000,56,1
1,230556,Homme,48,27000,106,1
1,230557,Femme,46,32000,33,1
1,230558,Homme,20,19000,109,1
1,230559,Homme,48,12000,101,1
1,230560,Homme,49,15000,22,1
1,230561,Homme,24,24000,75,1
1,230562,Homme,47,22000,85,1
1,230563,Femme,35,20000,97,1
1,230564,Homme,39,33000,41,1
1,230565,Homme,41,22000,109,1
1,230566,Homme,34,31000,12,1
1,230567,Femme,27,40000,72,1
1,230568,Homme,32,33000,100,1
1,230569,Homme,30,26000,35,1
1,230570,Femme,36,27000,41,1
1,230571,Femme,29,13000,12,1
1,230572,Homme,36,18000,62,1
1,230573,Femme,44,25000,61,1
1,230574,Homme,27,16000,64,1
1,230575,Femme,29,38000,41,1
1,230576,Femme,44,28000,64,1
1,230577,Homme,19,28000,86,1
1,230578,Homme,42,15000,106,1
1,230579,Homme,24,11000,14,1
1,230580,Homme,47,13000,92,1
1,230581,Femme,39,16000,108,1
1,230582,Femme,35,15000,83,1
1,230583,Homme,21,14000,64,1
1,230584,Homme,24,12000,109,1
1,230585,Homme,32,21000,115,1
1,230586,Homme,23,26000,48,1
1,230587,Homme,45,29000,94,1
1,230588,Homme,41,18000,60,1
1,230589,Homme,48,38000,102,1
1,230590,Femme,50,26000,9,1
1,230591,Femme,48,15000,6,1
1,230592,Femme,47,14000,66,1
1,230593,Homme,28,31000,49,1
1,230594,Homme,20,10000,74,1
1,230595,Homme,50,29000,6,1
1,230596,Femme,39,32000,7,1
1,230597,Homme,26,38000,81,1
1,230598,Homme,31,24000,99,1
1,230599,Femme,30,27000,20,1
1,230600,Homme,28,15000,106,1
1,230601,Homme,38,23000,67,1
1,230602,Femme,27,33000,52,1
1,230603,Femme,19,37000,6,1
1,230604,Homme,28,38000,58,1
1,230605,Homme,45,33000,13,1
1,230606,Femme,44,19000,109,1
1,230607,Homme,42,40000,55,1
1,230608,Homme,25,34000,119,1
1,230609,Femme,18,40000,48,1
1,230610,Femme,27,12000,69,1
1,230611,Homme,50,22000,83,1
1,230612,Homme,33,34000,28,1
1,230613,Homme,31,22000,110,1
1,230614,Homme,26,26000,14,1
1,230615,Femme,47,26000,25,1
1,230616,Homme,31,13000,51,1
1,230617,Homme,22,13000,5,1
1,230618,Homme,38,37000,113,1
1,230619,Femme,37,19000,79,1
1,230620,Homme,18,21000,20,1
1,230621,Femme,35,26000,28,1
1,230622,Femme,48,27000,45,1
1,230623,Homme,33,20000,83,1
1,230624,Femme,43,16000,58,1
1,230625,Femme,18,14000,25,1
1,230626,Femme,25,34000,119,1
1,230627,Femme,23,26000,76,1
1,230628,Femme,22,18000,51,1
1,230629,Femme,50,40000,12,1
1,230630,Femme,29,21000,7,1
1,230631,Homme,44,12000,113,1
1,230632,Femme,20,24000,7,1
1,230633,Homme,29,11000,61,1
1,230634,Femme,43,23000,93,1
1,230635,Femme,21,21000,115,1
1,230636,Femme,32,27000,67,1
1,230637,Homme,45,12000,92,1
1,230638,Femme,20,16000,82,1
1,230639,Homme,43,18000,117,1
1,230640,Femme,33,23000,90,1
1,230641,Homme,33,29000,95,1
1,230642,Homme,24,40000,69,1
1,230643,Homme,41,35000,40,1
1,230644,Femme,19,33000,7,1
1,230645,Femme,37,21000,110,1
1,230646,Homme,41,24000,72,1
1,230647,Homme,24,22000,86,1
1,230648,Femme,41,36000,83,1
1,230649,Femme,30,40000,102,1
1,230650,Homme,46,12000,32,1
1,230651,Femme,41,36000,111,1
1,230652,Femme,21,31000,106,1
1,230653,Homme,40,18000,10,1
1,230654,Homme,34,14000,69,1
1,230655,Homme,21,24000,106,1
1,230656,Homme,27,32000,76,1
1,230657,Homme,45,35000,32,1
1,230658,Homme,19,16000,91,1
1,230659,Homme,32,31000,10,1
1,230660,Femme,19,21000,54,1
1,230661,Femme,20,38000,63,1
1,230662,Femme,18,40000,54,1
1,230663,Homme,26,31000,77,1
1,230664,Homme,33,18000,9,1
1,230665,Homme,41,30000,44,1
1,230666,Homme,28,18000,38,1
1,230667,Homme,35,38000,16,1
1,230668,Homme,25,18000,79,1
1,230669,Femme,33,33000,87,1
1,230670,Homme,28,38000,31,1
1,230671,Homme,37,27000,20,1
1,230672,Homme,50,13000,24,1
1,230673,Femme,41,21000,48,1
1,230674,Homme,48,15000,2,1
1,230675,Femme,30,13000,31,1
1,230676,Femme,38,38000,108,1
1,230677,Homme,29,11000,75,1
1,230678,Femme,19,37000,103,1
1,230679,Homme,38,10000,37,1
1,230680,Homme,26,20000,13,1
1,230681,Homme,32,29000,105,1
1,230682,Femme,19,22000,3,1
1,230683,Homme,29,38000,25,1
1,230684,Homme,26,13000,34,1
1,230685,Femme,44,13000,56,1
1,230686,Femme,18,35000,89,1
1,230687,Homme,39,37000,75,1
1,230688,Homme,21,20000,5,1
1,230689,Femme,32,33000,49,1
1,230690,Homme,31,32000,48,1
1,230691,Homme,20,27000,69,1
1,230692,Femme,19,40000,91,1
1,230693,Femme,45,23000,104,1
1,230694,Femme,43,17000,76,1
1,230695,Homme,38,37000,24,1
1,230696,Femme,34,20000,95,1
1,230697,Homme,24,13000,67,1
1,230698,Homme,29,21000,107,1
1,230699,Homme,20,13000,13,1
1,230700,Femme,18,37000,26,1
1,230701,Homme,21,16000,51,1
1,230702,Femme,30,21000,64,1
1,230703,Femme,32,34000,3,1
1,230704,Femme,28,30000,73,1
1,230705,Homme,41,37000,75,1
1,230706,Homme,41,34000,63,1
1,230707,Femme,43,28000,58,1
1,230708,Homme,48,23000,80,1
1,230709,Femme,40,24000,83,1
1,230710,Femme,28,14000,30,1
1,230711,Homme,48,18000,114,1
1,230712,Homme,24,33000,81,1
1,230713,Femme,48,16000,70,1
1,230714,Homme,37,23000,0,1
1,230715,Femme,24,25000,96,1
1,230716,Femme,27,20000,5,1
1,230717,Femme,45,39000,104,1
1,230718,Homme,42,21000,75,1
1,230719,Homme,30,13000,4,1
1,230720,Homme,46,14000,0,1
1,230721,Femme,41,20000,25,1
1,230722,Femme,35,30000,105,1
1,230723,Femme,27,29000,9,1
1,230724,Femme,22,32000,12,1
1,230725,Homme,27,37000,115,1
1,230726,Femme,30,34000,13,1
1,230727,Femme,19,16000,73,1
1,230728,Femme,25,36000,95,1
1,230729,Femme,22,13000,21,1
1,230730,Femme,44,22000,23,1
1,230731,Femme,43,25000,43,1
1,230732,Femme,36,24000,52,1
1,230733,Homme,30,29000,7,1
1,230734,Femme,47,23000,15,1
1,230735,Homme,48,17000,33,1
1,230736,Femme,22,39000,52,1
1,230737,Femme,45,34000,40,1
1,230738,Homme,40,38000,67,1
1,230739,Homme,47,14000,76,1
1,230740,Homme,47,34000,89,1
1,230741,Femme,33,21000,119,1
1,230742,Homme,50,33000,39,1
1,230743,Homme,22,16000,63,1
1,230744,Femme,35,12000,20,1
1,230745,Homme,39,13000,36,1
1,230746,Femme,36,25000,2,1
1,230747,Homme,31,36000,76,1
1,230748,Homme,46,19000,80,1
1,230749,Homme,20,39000,63,1
1,230750,Homme,49,39000,31,1
1,230751,Homme,21,13000,44,1
1,230752,Femme,42,30000,56,1
1,230753,Homme,29,40000,15,1
1,230754,Femme,47,16000,42,1
1,230755,Femme,45,39000,94,1
1,230756,Femme,18,35000,74,1
1,230757,Femme,29,16000,120,1
1,230758,Femme,25,39000,4,1
1,230759,Homme,39,33000,75,0
1,230760,Homme,45,39000,20,0
1,230761,Femme,32,26000,85,0
1,230762,Homme,46,40000,113,0
1,230763,Femme,26,24000,117,0
1,230764,Homme,29,12000,65,0
1,230765,Homme,33,19000,107,0
1,230766,Homme,22,30000,32,0
1,230767,Femme,42,26000,95,0
1,230768,Femme,20,33000,90,0
1,230769,Homme,31,18000,118,0
1,230770,Homme,39,24000,81,0
1,230771,Homme,41,11000,107,0
1,230772,Femme,45,23000,22,0
1,230773,Femme,44,23000,16,0
